number	original_filename	statement_type	purpose
0460	0460_flooring_knowledge_warehouse_inventory_on_order_mixed.sql	UPDATE	Customer / portal / print project details strip wrap / carton-coverage TBD / qty TBD / not-taped-sq-ft identity from Guided takeoff notes — those stamps stay in stored job_description so the crew still sees How many vs l
0461	0461_flooring_knowledge_warehouse_inventory_value_mixed.sql	UPDATE	Customer / portal / print project details strip wrap / carton-coverage TBD / qty TBD / not-taped-sq-ft identity from Guided takeoff notes — those stamps stay in stored job_description so the crew still sees How many vs l
0462	0462_flooring_knowledge_warehouse_inventory_list_value_mixed.sql	UPDATE	Customer / portal / print project details strip wrap / carton-coverage TBD / qty TBD / not-taped-sq-ft identity from Guided takeoff notes — those stamps stay in stored job_description so the crew still sees How many vs l
0463	0463_flooring_knowledge_reports_products_value_mixed.sql	UPDATE	Customer / portal / print project details strip wrap / carton-coverage TBD / qty TBD / not-taped-sq-ft identity from Guided takeoff notes — those stamps stay in stored job_description so the crew still sees How many vs l
0464	0464_flooring_knowledge_warehouse_inventory_list_summary_value_mixed.sql	UPDATE	Customer / portal / print project details strip wrap / carton-coverage TBD / qty TBD / not-taped-sq-ft identity from Guided takeoff notes — those stamps stay in stored job_description so the crew still sees How many vs l
0465	0465_flooring_knowledge_reports_products_dead_value_mixed.sql	UPDATE	Customer / portal / print project details strip wrap / carton-coverage TBD / qty TBD / not-taped-sq-ft identity from Guided takeoff notes — those stamps stay in stored job_description so the crew still sees How many vs l
0466	0466_flooring_knowledge_pulse_dead_stock_value_mixed.sql	UPDATE	Customer / portal / print project details strip wrap / carton-coverage TBD / qty TBD / not-taped-sq-ft identity from Guided takeoff notes — those stamps stay in stored job_description so the crew still sees How many vs l
0467	0467_flooring_knowledge_dashboard_ask_dead_stock_value_mixed.sql	UPDATE	Customer / portal / print project details strip wrap / carton-coverage TBD / qty TBD / not-taped-sq-ft identity from Guided takeoff notes — those stamps stay in stored job_description so the crew still sees How many vs l
0468	0468_flooring_knowledge_catalog_export_on_hand_mixed.sql	UPDATE	Customer / portal / print project details strip wrap / carton-coverage TBD / qty TBD / not-taped-sq-ft identity from Guided takeoff notes — those stamps stay in stored job_description so the crew still sees How many vs l
0469	0469_flooring_knowledge_insights_dead_stock_value_mixed.sql	UPDATE	Customer / portal / print project details strip wrap / carton-coverage TBD / qty TBD / not-taped-sq-ft identity from Guided takeoff notes — those stamps stay in stored job_description so the crew still sees How many vs l
0470	0470_flooring_knowledge_reports_products_units_mixed.sql	UPDATE	Customer / portal / print project details strip wrap / carton-coverage TBD / qty TBD / not-taped-sq-ft identity from Guided takeoff notes — those stamps stay in stored job_description so the crew still sees How many vs l
0471	0471_flooring_knowledge_job_scope_taped_sqft.sql	UPDATE	Customer / portal / print project details strip wrap / carton-coverage TBD / qty TBD / not-taped-sq-ft identity from Guided takeoff notes — those stamps stay in stored job_description so the crew still sees How many vs l
0472	0472_flooring_knowledge_edit_scope_taped_sqft.sql	UPDATE	Customer / portal / print project details strip wrap / carton-coverage TBD / qty TBD / not-taped-sq-ft identity from Guided takeoff notes — those stamps stay in stored job_description so the crew still sees How many vs l
0473	0473_flooring_knowledge_assistant_taped_sqft.sql	UPDATE	Customer / portal / print project details strip wrap / carton-coverage TBD / qty TBD / not-taped-sq-ft identity from Guided takeoff notes — those stamps stay in stored job_description so the crew still sees How many vs l
0474	0474_flooring_knowledge_builder_ai_taped_sqft.sql	UPDATE	Customer / portal / print project details strip wrap / carton-coverage TBD / qty TBD / not-taped-sq-ft identity from Guided takeoff notes — those stamps stay in stored job_description so the crew still sees How many vs l
0475	0475_flooring_knowledge_scheduling_taped_sqft.sql	UPDATE	Customer / portal / print project details strip wrap / carton-coverage TBD / qty TBD / not-taped-sq-ft identity from Guided takeoff notes — those stamps stay in stored job_description so the crew still sees How many vs l
0476	0476_flooring_knowledge_scope_room_taped_sqft.sql	UPDATE	Customer / portal / print project details strip wrap / carton-coverage TBD / qty TBD / not-taped-sq-ft identity from Guided takeoff notes — those stamps stay in stored job_description so the crew still sees How many vs l
